lemma	bin_tag	mim_tag	freq	rank	ind	manual_en	pre_kw	kw	post_kw	ipa_sd	full_cat	full_cat_en	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce
ennfremur	ao	a	1349	1417.5	506244	furthermore	Menn velta	ennfremur	fyrir sér hvort ríkið standi í kennitöluflakki.	ɛnfrɛmʏr	Atviksorð	Adverb	adv.	2K								ennfremur																		ennfremur.mp3
upplifa	so	s	1349	1417.5	435720	experience	Hann hafi verið búinn að	upplifa	svo margt í lífinu.	ʏhplɪva	Sagnorð	Verb	v.	2K	upplifi	upplifir	upplifir	upplifði	upplifðir	upplifði	upplifað																			upplifa.mp3
skýrt	ao	a	1348	1420	402609	clear, unambiguously	Við höfum sagt það alveg	skýrt	.	scir̥t	Atviksorð	Adverb	adv.	2K																								skýrar	skýrast	skýrt.mp3
talsverður	lo	l	1348	1420	413443	considerable	Frumvarpið er sagt njóta	talsverðs	stuðnings.	tʰalsvɛrðʏr	Lýsingarorð	Adjective	adj.	2K																					talsverður  --  talsverð -- talsvert					talsverður.mp3
upphæð	kvk	nv	1348	1420	126882	sum, amount		Upphæðin	hækkar um tæpa 3 milljarða milli ára.	ʏhphaið	Nafnorð	Noun	f.	2K									upphæð	upphæð	upphæðar	upphæðir	upphæðir	upphæðum	upphæða											upphæð.mp3
skyn	hk	nh	1346	1422.5	3315	sense; understanding	Yfir 300 sjónaukar voru keyptir í þessu	skyni	.	scɪːn	Nafnorð	Noun	n.	2K									skyn	skyni	skyns															skyn.mp3
svipur	kk	nk	1346	1422.5	6802	(facial) expression; similarity, resemblance	Tónlistarhátíðin setti skemmtilegan	svip	á miðbæ Reykjavíkur um helgina.	svɪːpʏr	Nafnorð	Noun	m.	2K									svip	svip	svips	svipir	svipi	svipum	svipa											svipur.mp3
keppa	so	s	1345	1424	434952	compete	Íslenskur ljósmyndari	keppir	ásamt 11 öðrum í árlegri stjörnuljósmyndakeppni á Englandi.	cʰɛhpa	Sagnorð	Verb	v.	2K	keppi	keppir	keppir	keppti	kepptir	keppti	keppt																			keppa.mp3
yfirmaður	kk	nk	1342	1425	89157	boss, head, commander		Yfirmenn	Landspítalans óttast áhrif þeirra aðgerða.	ɪːvɪrmaðʏr	Nafnorð	Noun	m.	2K									yfirmann	yfirmanni	yfirmanns	yfirmenn	yfirmenn	yfirmönnum	yfirmanna											yfirmaður.mp3
blaðamaður	kk	nk	1341	1426.5	87643	journalist	Og þrír	blaðamenn	eru tilnefndir til blaðamannaverðlauna ársins 2004.	plaːðamaðʏr	Nafnorð	Noun	m.	2K									blaðamann	blaðamanni	blaðamanns	blaðamenn	blaðamenn	blaðamönnum	blaðamanna											blaðamaður.mp3
tré	hk	nh	1341	1426.5	3861	tree	Áratuga gömul	tré	brotnuðu eða rifnuðu upp með rótum.	tʰrjɛː	Nafnorð	Noun	n.	2K									tré	tré	trés	tré	tré	trjám	trjáa											tré.mp3
skammt	ao	a	1338	1428	402514	short, shortly	Þyrlan hafði verið í æfingaflugi	skammt	frá Skógum þegar tilkynning barst.	skam̥t	Atviksorð	Adverb	adv.	2K																								skemmra	skemmst	skammt.mp3
sjálfsagt	ao	a	1337	1429	496232	of course	Hann kemur	sjálfsagt	um svipað leyti.	sjaulfsaxt	Atviksorð	Adverb	adv.	2K								sjálfsagt																		sjálfsagt.mp3
árlega	ao	a	1335	1431	495115	annually	Skógræktarfélag Íslands útnefnir	árlega	tré ársins.	aurlɛɣa	Atviksorð	Adverb	adv.	2K								árlega																		árlega.mp3
forða	so	s	1335	1431	420145	save, rescue, get away	Nokkrir íbúar úr öðrum íbúðum	forðuðu	sér út til öryggis.	fɔrða	Sagnorð	Verb	v.	2K	forða	forðar	forðar	forðaði	forðaðir	forðaði	forðað																			forða.mp3
tunga	kvk	nv	1335	1431	16658	tongue; language	Degi íslenskrar	tungu	var víða fagnað í dag.	tʰuŋka	Nafnorð	Noun	f.	2K									tungu	tungu	tungu	tungur	tungur	tungum	tungna											tunga.mp3
mjólk	kvk	nv	1326	1433.5	190861	milk	Brauð og	mjólk	voru til dæmis uppseld í verslunum þar.	mjoul̥k	Nafnorð	Noun	f.	2K									mjólk	mjólk	mjólkur															mjólk.mp3
notandi	kk	nk	1326	1433.5	9958	user	Tilgangurinn er að bregðast við gagnrýni frá	notendum	.	nɔːtantɪ	Nafnorð	Noun	m.	2K									notanda	notanda	notanda	notendur	notendur	notendum	notenda											notandi.mp3
braut	kvk	nv	1322	1435.5	10443	road, course	Síðan hvarf hann á	braut	og er ófundinn.	prœiːt	Nafnorð	Noun	f.	2K									braut	braut	brautar	brautir	brautir	brautum	brauta											braut.mp3
senn	ao	a	1322	1435.5	495741	soon	Grænfáninn er veittur til tveggja ára í	senn	.	sɛn	Atviksorð	Adverb	adv.	2K								senn																		senn.mp3
álag	hk	nh	1321	1437	470399	burden, pressure	Búist er við miklu	álagi	hjá stofnuninni.	auːlaɣ	Nafnorð	Noun	n.	2K									álag	álagi	álags															álag.mp3
upplýsa	so	s	1317	1438	435529	inform	Það bendir til að málið sé	upplýst	.	ʏhplisa	Sagnorð	Verb	v.	2K	upplýsi	upplýsir	upplýsir	upplýsti	upplýstir	upplýsti	upplýst																			upplýsa.mp3
farþegi	kk	nk	1316	1439.5	114144	passenger	Enginn	farþegi	var í vagninum.	far̥θeijɪ	Nafnorð	Noun	m.	2K									farþega	farþega	farþega	farþegar	farþega	farþegum	farþega											farþegi.mp3
forysta	kvk	nv	1316	1439.5	15544	lead, leadership		Forystan	var öll kosinn með lófaklappi.	fɔːrɪsta	Nafnorð	Noun	f.	2K									forystu	forystu	forystu															forysta.mp3
frændi	kk	nk	1315	1441	10161	male relative	Hlaupið fara	frændurnir	til styrktar sjóðnum Blind börn á Íslandi.	fraintɪ	Nafnorð	Noun	m.	2K									frænda	frænda	frænda	frændur	frændur	frændum	frænda											frændi.mp3
forstöðumaður	kk	nk	1309	1442	87897	director, leader		Forstöðumaður	Litla-Hrauns segir fangelsið þar yfirfullt.	fɔr̥stœðʏmaðʏr	Nafnorð	Noun	m.	2K									forstöðumann	forstöðumanni	forstöðumanns	forstöðumenn	forstöðumenn	forstöðumönnum	forstöðumanna											forstöðumaður.mp3
náttúrulega	ao	a	1308	1443	497553	naturally	Þannig að það er	náttúrulega	bara frábært.	nauhturʏlɛɣa	Atviksorð	Adverb	adv.	2K								náttúrulega																		náttúrulega.mp3
miðvikudagur	kk	nk	1307	1444.5	86971	Wednesday	Fyrsta úthlutun verður annan	miðvikudag	í ágúst.	mɪðvɪkʏtaɣʏr	Nafnorð	Noun	m.	2K									miðvikudag	miðvikudegi	miðvikudags	miðvikudagar	miðvikudaga	miðvikudögum	miðvikudaga											miðvikudagur.mp3
viðurkenning	kvk	nv	1307	1444.5	133307	recognition	Hann hefur hlotið fjölda	viðurkenninga	fyrir störf sín.	vɪːðʏr̥cʰɛniŋk	Nafnorð	Noun	f.	2K									viðurkenningu	viðurkenningu	viðurkenningar	viðurkenningar	viðurkenningar	viðurkenningum	viðurkenninga											viðurkenning.mp3
lækkun	kvk	nv	1306	1446	393698	reduction	Spáð er áframhaldandi	lækkun	íbúðaverðs til ársloka 2010.	laihkʏn	Nafnorð	Noun	f.	2K									lækkun	lækkun	lækkunar	lækkanir	lækkanir	lækkunum	lækkana											lækkun.mp3
kveikja	so	s	1305	1447	434991	turn on	Grunur leikur á að	kveikt	hafi verið í húsinu.	kʰveiːca	Sagnorð	Verb	v.	2K	kveiki	kveikir	kveikir	kveikti	kveiktir	kveikti	kveikt																			kveikja.mp3
áðan	ao	a	1304	1448	495474	earlier, a little while ago	Úrskurðurinn var kveðinn nú rétt	áðan	.	auːðan	Atviksorð	Adverb	adv.	2K								áðan																		áðan.mp3
æfing	kvk	nv	1301	1449.5	12229	exercise	Alls taka um 300 manns þátt í	æfingunni	.	aiːviŋk	Nafnorð	Noun	f.	2K									æfingu	æfingu	æfingar	æfingar	æfingar	æfingum	æfinga											æfing.mp3
reglulega	ao	a	1301	1449.5	497629	regularly	Hópur fólks hittist	reglulega	í Laugardal til að læra hafnabolta.	rɛklʏlɛɣa	Atviksorð	Adverb	adv.	2K								reglulega																		reglulega.mp3
sambúð	kvk	nv	1300	1451	117901	cohabitation	Faðirinn og móðir stúlkunnar eru í	sambúð	.	sampuð	Nafnorð	Noun	f.	2K									sambúð	sambúð	sambúðar	sambúðir	sambúðir	sambúðum	sambúða											sambúð.mp3
þorskur	kk	nk	1299	1452	6433	cod	Aflinn er að mestu	þorskur	.	θɔr̥skʏr	Nafnorð	Noun	m.	2K									þorsk	þorski	þorsks	þorskar	þorska	þorskum	þorska											þorskur.mp3
þegar	ao	a	1298	1453	495860	when	Eitt tilfelli hefur	þegar	verið staðfest.	θɛːɣar	Atviksorð	Adverb	adv.	2K								þegar																		þegar.mp3
hamingja	kvk	nv	1297	1454	416532	happiness	Til	hamingju	með daginn og kvöldið.	haːmiɲca	Nafnorð	Noun	f.	2K									hamingju	hamingju	hamingju															hamingja.mp3
stjórnmál	hk	nh	1295	1455	473639	politics	Þá hyggst hún draga sig í hlé frá	stjórnmálum	vegna veikinda.	stjourtnmaul	Nafnorð	Noun	n.	2K												stjórnmál	stjórnmál	stjórnmálum	stjórnmála											stjórnmál.mp3
áhætta	kvk	nv	1293	1456.5	146417	risk	Viðskiptavinirnir tóku því enga persónulega	áhættu	.	auːhaihta	Nafnorð	Noun	f.	2K									áhættu	áhættu	áhættu															áhætta.mp3
diskur	kk	nk	1293	1456.5	6437	plate; disk	Fallegt salat er sett í miðjuna á	diskinum	.	tɪskʏr	Nafnorð	Noun	m.	2K									disk	diski	disks	diskar	diska	diskum	diska											diskur.mp3
rífa	so	s	1292	1458	434314	tear, rip	Úlpan hans var líka	rifin	.	riːva	Sagnorð	Verb	v.	2K	ríf	rífur	rífur	reif	reifst	reif	rifið																			rífa.mp3
ferskur	lo	l	1290	1459	408858	fresh	Mikil eftirspurn er eftir	ferskum	fiski um þessar mundir í Bretlandi.	fɛr̥skʏr	Lýsingarorð	Adjective	adj.	2K																					ferskur  --  fersk -- ferskt	ferskari -- ferskari -- ferskara	ferskastur -- ferskust -- ferskast			ferskur.mp3
úrslit	hk	nh	1288	1460	474939	result; finals		Úrslitin	verða síðan kynnt á sjötta tímanum.	ur̥stlɪt	Nafnorð	Noun	n.	2K												úrslit	úrslit	úrslitum	úrslita											úrslit.mp3
munnur	kk	nk	1286	1461	6149	mouth	Hann segist hafa verið með hjartað í	munninum	af spennu.	mʏnʏr	Nafnorð	Noun	m.	2K									munn	munni	munns	munnar	munna	munnum	munna											munnur.mp3
stöðugur	lo	l	1283	1462	168248	stable	Horfur eru sagðar	stöðugar	.	stœːðʏɣʏr	Lýsingarorð	Adjective	adj.	2K																					stöðugur  --  stöðug -- stöðugt	stöðugri -- stöðugri -- stöðugra	stöðugastur -- stöðugust -- stöðugast			stöðugur.mp3
fast	ao	a	1280	1463.5	400738	hard	Skipið situr nú	fast	800 metra frá landi.	fast	Atviksorð	Adverb	adv.	2K																								fastar	fastast	fast.mp3
vernda	so	s	1280	1463.5	424206	protect	Í ljósi þess þykir rétt að	vernda	svæðið.	vɛrnta	Sagnorð	Verb	v.	2K	vernda	verndar	verndar	verndaði	verndaðir	verndaði	verndað																			vernda.mp3
árgangur	kk	nk	1279	1465	94887	year, class, volume	Það er ekki ókeypis að kaupa Kindle tölvur fyrir heilan	árgang	.	aurkauŋkʏr	Nafnorð	Noun	m.	2K									árgang	árgangi	árgangs	árgangar	árganga	árgöngum	árganga											árgangur.mp3
her	kk	nk	1278	1466	5630	military	Þetta staðfestir talsmaður bandaríska	hersins	.	hɛːr	Nafnorð	Noun	m.	2K									her	her	hers	herir	heri	herjum	herja											her.mp3
framkvæma	so	s	1277	1469	434700	perform, carry out	Nýja könnunin var	framkvæmd	dagana 6. til 11. maí.	framkʰvaima	Sagnorð	Verb	v.	2K	framkvæmi	framkvæmir	framkvæmir	framkvæmdi	framkvæmdir	framkvæmdi	framkvæmt																			framkvæma.mp3
stafur	kk	nk	1277	1469	6854	letter; stick	Hún hefur litla sem enga sjón og gengur við hvítan	staf	.	staːvʏr	Nafnorð	Noun	m.	2K									staf	staf	stafs	stafir	stafi	stöfum	stafa											stafur.mp3
takmarka	so	s	1277	1469	424803	limit		Takmarka	þarf fjölda ferðamanna og stýra umferðinni.	tʰakmar̥ka	Sagnorð	Verb	v.	2K	takmarka	takmarkar	takmarkar	takmarkaði	takmarkaðir	takmarkaði	takmarkað																			takmarka.mp3
útlit	hk	nh	1277	1469	474944	appearance	Það er	útlit	fyrir hvít jól um allt land þetta árið.	uːtlɪt	Nafnorð	Noun	n.	2K									útlit	útliti	útlits															útlit.mp3
virðulegur	lo	l	1277	1469	392200	respectable		Virðulegi	forseti , ég vil fagna þessu alveg sérstaklega.	vɪrðʏlɛɣʏr	Lýsingarorð	Adjective	adj.	2K																					virðulegur  --  virðuleg -- virðulegt	virðulegri -- virðulegri -- virðulegra	virðulegastur -- virðulegust -- virðulegast			virðulegur.mp3
tónleikar	kk	nk	1276	1472	91313	concert	Hann verður með	tónleika	í Norræna húsinu í dag.	tʰounleikar	Nafnorð	Noun	m.	2K												tónleikar	tónleika	tónleikum	tónleika											tónleikar.mp3
vart	ao	a	1275	1473	495826	barely	Veðurstofan útilokar ekki að mengunar verði	vart	víðar á landinu.	var̥t	Atviksorð	Adverb	adv.	2K								vart																		vart.mp3
fall	hk	nh	1272	1474.5	974	fall; failure; case	Sú hækkun sé fyrst og fremst tilkomin vegna mikils	falls	krónunnar.	fatl̥	Nafnorð	Noun	n.	2K									fall	falli	falls	föll	föll	föllum	falla											fall.mp3
slóð	kvk	nv	1272	1474.5	10521	path, trail	Skipin eru einnig að fá síld á þessum	slóðum	.	stlouːð	Nafnorð	Noun	f.	2K									slóð	slóð	slóðar	slóðir	slóðir	slóðum	slóða											slóð.mp3
lækna	so	s	1271	1476.5	421823	cure, heal	Vísindamenn segjast hafa fundið upp lyf sem gæti	læknað	Parkinsonveikina.	laihkna	Sagnorð	Verb	v.	2K	lækna	læknar	læknar	læknaði	læknaðir	læknaði	læknað																			lækna.mp3
ráðgjöf	kvk	nv	1271	1476.5	396755	advice	Bankinn taki sjálfur slíkar ákvarðanir en sjóðurinn veitti aðeins	ráðgjöf	.	rauðcœv	Nafnorð	Noun	f.	2K									ráðgjöf	ráðgjöf	ráðgjafar															ráðgjöf.mp3
túlka	so	s	1268	1478	423925	interpret	Og þetta	túlka	menn svo hver á sinn veg.	tʰul̥ka	Sagnorð	Verb	v.	2K	túlka	túlkar	túlkar	túlkaði	túlkaðir	túlkaði	túlkað																			túlka.mp3
hliðsjón	kvk	nv	1266	1479	125787	consideration	Með	hliðsjón	að því sé skynsamlegt að hækka eftirlaunaaldur.	l̥ɪðsjoun	Nafnorð	Noun	f.	2K									hliðsjón	hliðsjón	hliðsjónar															hliðsjón.mp3
afli	kk	nk	1265	1481	8828	catch	Færri bátar munu stunda veiðarnar og	aflinn	verður minni en áður.	aplɪ	Nafnorð	Noun	m.	2K									afla	afla	afla															afli.mp3
orsök	kvk	nv	1265	1481	124644	cause	Notkun áfengis við vinnu er einnig	orsök	slysa.	ɔr̥sœk	Nafnorð	Noun	f.	2K									orsök	orsök	orsakar	orsakir	orsakir	orsökum	orsaka											orsök.mp3
skipuleggja	so	s	1265	1481	467751	organize	Verið er að fara yfir leitina og	skipuleggja	frekari leit.	scɪːpʏlɛca	Sagnorð	Verb	v.	2K	skipulegg	skipuleggur	skipuleggur	skipulagði	skipulagðir	skipulagði	skipulagt																			skipuleggja.mp3
blasa	so	s	1264	1484	435705	(always used in the expression, 'blasa við') be evident, be clear; be visible	Gjaldþrot	blasti	við og skuldinni var breytt í lán.	plaːsa	Sagnorð	Verb	v.	2K	blasi	blasir	blasir	blasti	blastir	blasti	blasað																			blasa.mp3
bragð	hk	nh	1264	1484	622	taste	Í fljótu	bragði	virðist ástandið svolítið mismunandi eftir landshlutum.	praɣð	Nafnorð	Noun	n.	2K									bragð	bragði	bragðs	brögð	brögð	brögðum	bragða											bragð.mp3
sátt	kvk	nv	1264	1484	11111	settlement, agreement	Reynt verður til þrautar í dag að ná	sáttum	.	sauht	Nafnorð	Noun	f.	2K									sátt	sátt	sáttar	sáttir	sáttir	sáttum	sátta											sátt.mp3
grafa	so	s	1263	1487	466678	bury; dig	Flóðið	gróf	alls 7 íbúðarhús að hluta í aur.	kraːva	Sagnorð	Verb	v.	2K	gref	grefur	grefur	gróf	grófst	gróf	grafið																			grafa.mp3
öðruvísi	ao	a	1263	1487	498592	different	Þetta er aðeins	öðruvísi	en þetta er jafn skemmtilegt.	œðrʏvisɪ	Atviksorð	Adverb	adv.	2K								öðruvísi																		öðruvísi.mp3
undirbúa	so	s	1263	1487	434060	prepare	Hópurinn	undirbýr	nú för til Spánar en hluti leiksins gerist þar.	ʏntɪr̥pua	Sagnorð	Verb	v.	2K	undirbý	undirbýrð	undirbýr	undirbjó	undirbjóst	undirbjó	undirbúið																			undirbúa.mp3
brenna	so	s	1261	1489	434190	burn, be on fire	Húsið	brann	til kaldra kola.	prɛna	Sagnorð	Verb	v.	2K	brenn	brennur	brennur	brann	brannst	brann	brunnið																			brenna.mp3
brenna	so	s	1261	1489	434556	burn, set on fire	Ég átti dýnu en ég	brenndi	hana.	prɛna	Sagnorð	Verb	v.	2K	brenni	brennir	brennir	brenndi	brenndir	brenndi	brennt																			brenna.mp3
deila	kvk	nv	1259	1491	16512	dispute		Deilan	snýst um eitthvað annað.	teiːla	Nafnorð	Noun	f.	2K									deilu	deilu	deilu	deilur	deilur	deilum	deilna											deila.mp3
loksins	ao	a	1259	1491	495673	finally	Hún segir það gott að rannsókninni sé	loksins	lokið.	lɔksɪns	Atviksorð	Adverb	adv.	2K								loksins																		loksins.mp3
miði	kk	nk	1259	1491	7383	ticket, label, note		Miðinn	sjálfur kostaði hins vegar aðeins 900 krónur.	mɪːðɪ	Nafnorð	Noun	m.	2K									miða	miða	miða	miðar	miða	miðum	miða											miði.mp3
rifja	so	s	1254	1493.5	422563	(usually used in the expression 'rifja upp') recollect, revise	Hann spurði hana hvort myndin	rifjaði	upp einhverjar minningar.	rɪvja	Sagnorð	Verb	v.	2K	rifja	rifjar	rifjar	rifjaði	rifjaðir	rifjaði	rifjað																			rifja.mp3
skipstjóri	kk	nk	1254	1493.5	112490	captain, shipmaster		Skipstjórinn	brá þá á það ráð að sigla bátnum nær landi.	scɪpstjourɪ	Nafnorð	Noun	m.	2K									skipstjóra	skipstjóra	skipstjóra	skipstjórar	skipstjóra	skipstjórum	skipstjóra											skipstjóri.mp3
sál	kvk	nv	1250	1495.5	10353	soul	Tilgangurinn er að hreinsa og endurnýja líkama og	sál	.	sauːl	Nafnorð	Noun	f.	2K									sál	sál	sálar	sálir	sálir	sálum	sála											sál.mp3
túlkun	kvk	nv	1250	1495.5	393721	interpretation	Sýning er nútímaleg	túlkun	á fornri menningararfleifð.	tʰul̥kʏn	Nafnorð	Noun	f.	2K									túlkun	túlkun	túlkunar	túlkanir	túlkanir	túlkunum	túlkana											túlkun.mp3
fjárfesta	so	s	1249	1498	427544	invest	Félagið hafði	fjárfest	umtalsvert í peningamarkaðssjóðum bankans.	fjaur̥fɛsta	Sagnorð	Verb	v.	2K	fjárfesti	fjárfestir	fjárfestir	fjárfesti	fjárfestir	fjárfesti	fjárfest																			fjárfesta.mp3
ha	uh	a	1249	1498	506541	pardon?		Ha	? Ég efast um að húsið nái að standa bara.	haː	Upphrópanir	Exclamation	exclam.	2K								ha																		ha.mp3
vinsæll	lo	l	1249	1498	171329	popular	Mikið hefur verið rætt um gjaldtöku á	vinsælustu	ferðamannastöðum landsins.	vɪnsaitl̥	Lýsingarorð	Adjective	adj.	2K																					vinsæll  --  vinsæl -- vinsælt	vinsælli -- vinsælli -- vinsælla	vinsælastur -- vinsælust -- vinsælast			vinsæll.mp3
tuttugu	to	t	1248	1500.5	495424	twenty		Tuttugu	manna hópur mætti til að mótmæla.	tʰʏhtʏɣʏ	Töluorð	Numeral	num.	2K								tuttugu																		tuttugu.mp3
refsing	kvk	nv	1247	1502.5	11864	punishment	Þung	refsing	liggur við peningafölsun.	rɛfsiŋk	Nafnorð	Noun	f.	2K									refsingu	refsingu	refsingar	refsingar	refsingar	refsingum	refsinga											refsing.mp3
tákn	hk	nh	1247	1502.5	3759	symbol	Þetta er tímanna	tákn	.	tʰauhkn̥	Nafnorð	Noun	n.	2K									tákn	tákni	tákns	tákn	tákn	táknum	tákna											tákn.mp3
mæling	kvk	nv	1246	1505	11807	measurement		Mælingar	síðasta árs sýndu að flestir jöklar hafa minnkað.	maiːliŋk	Nafnorð	Noun	f.	2K									mælingu	mælingu	mælingar	mælingar	mælingar	mælingum	mælinga											mæling.mp3
pottur	kk	nk	1246	1505	6189	pot		Potturinn	í Víkingalottóinu í gær var tvöfaldur.	pʰɔhtʏr	Nafnorð	Noun	m.	2K									pott	potti	potts	pottar	potta	pottum	potta											pottur.mp3
sömuleiðis	ao	a	1246	1505	496274	likewise	Bíllinn skemmdist nokkuð og klæðning í lofti bílskúrsins	sömuleiðis	.	sœːmʏleiðɪs	Atviksorð	Adverb	adv.	2K								sömuleiðis																		sömuleiðis.mp3
áfengi	hk	nh	1245	1507.5	430949	alcohol	Hann er talinn hafa verið undir áhrifum	áfengis	.	auːfeiɲcɪ	Nafnorð	Noun	n.	2K									áfengi	áfengi	áfengis															áfengi.mp3
sigra	so	s	1245	1507.5	422798	win, beat	Hann segir að sannleikurinn muni	sigra	að lokum.	sɪɣra	Sagnorð	Verb	v.	2K	sigra	sigrar	sigrar	sigraði	sigraðir	sigraði	sigrað																			sigra.mp3
hreyfa	so	s	1241	1509.5	434882	move	Hún fór að	hreyfa	sig reglulega fyrir fjórum árum.	r̥eiːva	Sagnorð	Verb	v.	2K	hreyfi	hreyfir	hreyfir	hreyfði	hreyfðir	hreyfði	hreyft																			hreyfa.mp3
